GeneID,EC,HMMER,dbCAN_sub,DIAMOND,Number_of_Tools,dbCAN subfam,Subfam Composition,Subfam EC,Substrate,Profile Length,Gene Length,E Value,Profile Start,Profile End,Gene Start,Gene End,Coverage
jgi|Neocon1|594873|estExt_Genewise1.C_890008,-,CE1(249-477),CE1_e22,-,2,CE1_e22,CE1:6|CBM48:2|CE0:2,-,unassigned,206,527,2.60E-35,1,205,250,475,"0.9902912621359223	0.9902912621359223"
jgi|Neocon1|595465|estExt_Genewise1.C_930029,2.4.1.-:14,GT50(128-383),GT50_e0,GT50,3,GT50_e0,GT50:306,2.4.1.-:14,unassigned,252,413,2.40E-86,1,251,129,384,"0.9920634920634921	0.9920634920634921"
jgi|Neocon1|595643|estExt_Genewise1.C_940032,3.5.1.41:1,CE4(26-150),CE4_e46,-,2,CE4_e46,CE4:78|CBM18:52|CBM50:1,3.5.1.41:1,chitin,128,318,6.80E-32,1,127,28,150,"0.984375	0.984375"
jgi|Neocon1|596035|estExt_Genewise1.C_960077,-,GH5_4(55-330),GH5_e293,-,2,GH5_e293,GH5_4:16,-,unassigned,284,499,3.70E-78,7,283,59,332,"0.971830985915493	0.971830985915493"
jgi|Neocon1|596527|estExt_Genewise1.C_990050,3.2.1.8:3|3.2.1.-:1|3.1.1.73:1|-,CBM13(116-259)+CE1(309-538),CBM13_e165+CE1_e22,CBM22+CBM37+CE0+GH11,3,CE1_e22,CE1:6|CBM48:2|CE0:2,-,unassigned,206,544,2.00E-21,2,160,310,480,"0.7669902912621359	0.7669902912621359"
jgi|Neocon1|596719|estExt_Genewise1.C_1000086,3.2.1.8:3|3.2.1.8:3|3.2.1.-:1|3.1.1.73:1,GH10(26-328)+CBM13(363-507),GH10_e134+CBM13_e165,CBM1+GH10,3,CBM13_e165,CBM13:54|CBM2:18|CBM6:18|GH43_16:18|GH10:13|GH30_8:12|CE0:8|GH43_10:2|CBM35:2|GH98:2|CBM36:1,3.2.1.8:3|3.2.1.-:1|3.1.1.73:1,xylan,146,602,7.40E-49,1,144,364,504,"0.9794520547945206	0.9794520547945206"
jgi|Neocon1|596788|estExt_Genewise1.C_1010006,3.2.1.4:7,GH5_1(220-534),GH5_e161,CBM3+GH5_1,3,GH5_e161,GH5_1:188|CBM2:133|GH18:11|CBM3:7|GH5_7:4|GH5:3|CBM1:1,3.2.1.4:7,beta-glucan,320,563,2.50E-129,2,320,222,535,"0.99375	0.99375"
jgi|Neocon1|596937|estExt_Genewise1.C_1020064,-,GT34(185-386),GT34_e16,-,2,GT34_e16,GT34:5,-,unassigned,192,418,3.70E-28,39,159,227,353,"0.625	0.625"
jgi|Neocon1|597110|estExt_Genewise1.C_1040006,-,CE1(251-478),CE1_e22,-,2,CE1_e22,CE1:6|CBM48:2|CE0:2,-,unassigned,206,525,9.90E-38,4,204,253,475,"0.970873786407767	0.970873786407767"
jgi|Neocon1|597948|estExt_Genewise1.C_1090101,-,GH43_4(158-500),GH43_e230,GH43_4,3,GH43_e230,GH43_4:10,-,unassigned,351,615,3.10E-142,1,351,159,501,"0.9971509971509972	0.9971509971509972"
jgi|Neocon1|597974|estExt_Genewise1.C_1090128,2.4.1.16:11,GT2(1166-1673),GT2,GT2,3,GT2,GT2:298,2.4.1.16:11,unassigned,505,1838,1.90E-249,3,504,1175,1673,"0.9920792079207921	0.9920792079207921"
jgi|Neocon1|598571|estExt_Genewise1.C_1130084,-,GT32(74-154),GT32_e151,GT32,3,GT32_e151,GT32:18|GT62:13|GT2:11,-,unassigned,79,306,9.80E-23,4,76,80,152,"0.9113924050632911	0.9113924050632911"
jgi|Neocon1|599152|estExt_Genewise1.C_1170080,3.2.1.4:38|3.2.1.99:1|3.2.1.55:2,GH9(23-453)+GH43_19(700-929),GH9_e27+CBM13_e49+GH43_e79,GH9,3,GH9_e27,GH9:272|CBM2:3|CBM3:1,3.2.1.4:38,cellulose,423,1115,1.60E-159,1,422,24,453,"0.9952718676122931	0.9952718676122931"
jgi|Neocon1|599407|estExt_Genewise1.C_1190071,3.2.1.78:4,GH26(25-324),GH26_e32,-,2,GH26_e32,GH26:83|CBM35:44|CBM10:19|CBM27:6|CBM3:6|CBM0:3|CBM2:3|GH5_8:1|CBM59:1,3.2.1.78:4,beta-mannan,313,426,3.60E-99,1,313,25,327,"0.9968051118210862	0.9968051118210862"
jgi|Neocon1|599515|estExt_Genewise1.C_1200045,3.2.1.4:38|3.2.1.4:38,GH5_5(22-306)+GH5_5(447-731),GH5_e137+GH5_e137,CBM10+GH5_5,3,GH5_e137,GH5_5:216|CBM1:84|GH5:14|CBM10:2,3.2.1.4:38,beta-glucan,278,952,2.00E-105,1,277,23,307,"0.9928057553956835	0.9928057553956835"
jgi|Neocon1|599519|estExt_Genewise1.C_1200049,3.2.1.4:38|3.2.1.4:38,GH5_5(22-306)+GH5_5(414-698),GH5_e137+GH5_e137,CBM10+GH5_5,3,GH5_e137,GH5_5:216|CBM1:84|GH5:14|CBM10:2,3.2.1.4:38,beta-glucan,278,893,8.50E-101,1,276,23,306,"0.9892086330935251	0.9892086330935251"
jgi|Neocon1|599625|estExt_Genewise1.C_1210065,3.2.1.8:3,GH10(26-323),GH10_e134,CBM1+GH10+3.2.1.8,3,GH10_e134,GH10:5|CBM1:1,3.2.1.8:3,xylan,318,631,2.80E-159,1,318,27,324,"0.9968553459119497	0.9968553459119497"
jgi|Neocon1|599711|estExt_Genewise1.C_1220046,-,GH114(31-226),GH114_e7,-,2,GH114_e7,GH114:54,-,unassigned,190,370,4.30E-58,6,190,37,227,"0.968421052631579	0.968421052631579"
jgi|Neocon1|599713|estExt_Genewise1.C_1220049,-,GH114(31-226),GH114_e7,-,2,GH114_e7,GH114:54,-,unassigned,190,494,9.10E-58,3,189,34,226,"0.9789473684210527	0.9789473684210527"
jgi|Neocon1|599806|estExt_Genewise1.C_1220146,2.4.1.25:2|3.2.1.33:2|2.4.1.25:22|3.2.1.33:21,GH13_25(1182-1658),GH13_e153+GH133_e0,GH13_25+GH133,3,GH133_e0,GH133:332|GH13_25:326|CBM48:1,2.4.1.25:22|3.2.1.33:21,glycogen,457,1677,1.10E-187,4,457,1182,1659,"0.9912472647702407	0.9912472647702407"
jgi|Neocon1|599893|estExt_Genewise1.C_1230093,3.5.1.-:2|3.5.1.-:2,CBM87(32-253)+CE18(254-616),CBM87_e0+CE18_e0,-,2,CE18_e0,CBM87:24|CE18:24,3.5.1.-:2,unassigned,368,755,2.70E-68,3,366,257,617,"0.9864130434782609	0.9864130434782609"
jgi|Neocon1|600394|estExt_Genewise1.C_1270021,3.5.1.41:1,CE4(122-253),CE4_e46,-,2,CE4_e46,CE4:78|CBM18:52|CBM50:1,3.5.1.41:1,chitin,128,331,2.00E-40,2,126,129,252,"0.96875	0.96875"
jgi|Neocon1|600993|estExt_Genewise1.C_1340006,3.5.1.41:3,CE4(101-230),CE4_e213,-,2,CE4_e213,CE4:23,3.5.1.41:3,chitin,121,309,4.00E-37,3,116,108,228,"0.9338842975206612	0.9338842975206612"
jgi|Neocon1|600995|estExt_Genewise1.C_1340008,3.5.1.41:3,CE4(98-227),CE4_e213,-,2,CE4_e213,CE4:23,3.5.1.41:3,chitin,121,306,2.20E-37,3,116,105,225,"0.9338842975206612	0.9338842975206612"
jgi|Neocon1|601040|estExt_Genewise1.C_1340054,-,PL1_6(123-348),PL1_e99,PL1,3,PL1_e99,PL1_6:91|CE8:11|PL1:6,-,unassigned,210,486,8.60E-70,3,209,123,348,"0.9809523809523809	0.9809523809523809"
jgi|Neocon1|60116|CE60115_1227,2.4.1.214:21,GT10(316-552),GT10_e29,-,2,GT10_e29,GT10:75,2.4.1.214:21,unassigned,241,581,7.40E-61,9,233,320,553,"0.9294605809128631	0.9294605809128631"
jgi|Neocon1|601528|estExt_Genewise1.C_1380136,-,CE4(29-163),CE4_e259,-,2,CE4_e259,CE4:656,-,unassigned,115,346,1.10E-30,6,106,37,144,"0.8695652173913043	0.8695652173913043"
jgi|Neocon1|601540|estExt_Genewise1.C_1380148,-,CE4(29-163),CE4_e259,-,2,CE4_e259,CE4:656,-,unassigned,115,345,1.80E-30,6,106,37,144,"0.8695652173913043	0.8695652173913043"
jgi|Neocon1|601549|estExt_Genewise1.C_1380157,2.4.1.109:12,GT39(83-322),GT39_e9,GT39,3,GT39_e9,GT39:393,2.4.1.109:12,unassigned,238,771,1.90E-96,1,238,84,323,"0.9957983193277311	0.9957983193277311"
jgi|Neocon1|601942|estExt_Genewise1.C_1430025,3.2.1.4:1,GH124(155-358),GH124_e0,-,2,GH124_e0,GH124:5|CBM3:1,3.2.1.4:1,cellulose,334,513,2.30E-54,139,334,156,359,"0.5838323353293413	0.5838323353293413"
jgi|Neocon1|602190|estExt_Genewise1.C_1450113,2.4.1.-:29,GT24(1289-1536),GT24_e1,GT24,3,GT24_e1,GT24:252,2.4.1.-:29,unassigned,248,1598,2.60E-142,1,248,1290,1537,"0.9959677419354839	0.9959677419354839"
jgi|Neocon1|602399|estExt_Genewise1.C_1470071,3.5.1.41:1,CE4(26-151),CE4_e46,-,2,CE4_e46,CE4:78|CBM18:52|CBM50:1,3.5.1.41:1,chitin,128,311,2.10E-36,1,127,28,151,"0.984375	0.984375"
jgi|Neocon1|603089|estExt_Genewise1.C_1550040,-,CBM21(539-654),CBM21_e9,-,2,CBM21_e9,CBM21:61,-,starch,108,1093,4.50E-18,15,108,544,655,"0.8611111111111112	0.8611111111111112"
jgi|Neocon1|603293|estExt_Genewise1.C_1570017,-,GT32(74-154),GT32_e151,GT32,3,GT32_e151,GT32:18|GT62:13|GT2:11,-,unassigned,79,306,9.90E-23,4,76,80,152,"0.9113924050632911	0.9113924050632911"
jgi|Neocon1|603504|estExt_Genewise1.C_1580126,-,GH5_4(53-337),GH5_e293,GH5_4,3,GH5_e293,GH5_4:16,-,unassigned,284,481,1.90E-143,1,283,54,337,"0.9929577464788732	0.9929577464788732"
jgi|Neocon1|603852|estExt_Genewise1.C_1640075,3.2.1.4:8,GH5_1(218-532),GH5_e259,CBM3+GH5_1,3,GH5_e259,GH5_1:144|CBM2:46|CBM63:12|CBM3:12|GH5:3|CBM22:1|GH5_24:1,3.2.1.4:8,beta-glucan,309,560,2.10E-127,2,309,220,533,"0.9935275080906149	0.9935275080906149"
jgi|Neocon1|604500|estExt_Genewise1.C_1700076,3.2.1.89:17,GH53(62-425),GH53_e14,GH53,3,GH53_e14,GH53:480|CBM61:146|GH43_22:2|CBM5:2|CBM50:1,3.2.1.89:17,arabinogalactan protein,365,577,3.50E-136,1,361,63,425,"0.9863013698630136	0.9863013698630136"
jgi|Neocon1|604934|estExt_Genewise1.C_1750077,3.2.1.39:2,GH16_3(191-455),GH16_e252,-,2,GH16_e252,GH16_3:201|CBM13:4|CBM4:3|CBM6:3|GH16:2|CBM18:1|GH16_19:1|GH3:1,3.2.1.39:2,beta-glucan,253,459,7.30E-72,1,253,191,456,"0.9960474308300395	0.9960474308300395"
jgi|Neocon1|605699|estExt_Genewise1.C_1830113,-,CE4(33-163),CE4_e238,-,2,CE4_e238,CE4:254|GH18:149|GT2:149,-,unassigned,115,315,6.50E-26,4,104,39,146,"0.8695652173913043	0.8695652173913043"
jgi|Neocon1|606967|estExt_Genewise1.C_2010019,3.2.1.73:1,GH16_21(159-329),GH16_e258,-,2,GH16_e258,GH16_21:33|GH16:2,3.2.1.73:1,beta-glucan,211,337,3.30E-26,57,211,179,329,"0.7298578199052133	0.7298578199052133"
jgi|Neocon1|607282|estExt_Genewise1.C_2040079,-,CBM87(34-250),CBM87_e1,-,2,CBM87_e1,CBM87:11|CE18:11,-,galactosaminogalactan,217,300,2.10E-25,3,207,34,250,"0.9400921658986175	0.9400921658986175"
jgi|Neocon1|607556|estExt_Genewise1.C_2070067,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,GH3(563-802),GH3_e165,GH3,3,GH3_e165,GH3:569,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,"beta-glucan, xylan, beta-glucan, beta-glucan",217,843,4.10E-87,4,217,561,804,"0.9815668202764977	0.9815668202764977"
jgi|Neocon1|607562|estExt_Genewise1.C_2070073,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,GH3(562-802),GH3_e165,GH3,3,GH3_e165,GH3:569,3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1,"beta-glucan, xylan, beta-glucan, beta-glucan",217,843,3.70E-87,4,217,561,804,"0.9815668202764977	0.9815668202764977"
jgi|Neocon1|608855|estExt_Genewise1.C_2260016,3.2.1.109:1,GH114(37-228),GH114_e25,-,2,GH114_e25,GH114:56,3.2.1.109:1,alpha-mannan,192,518,4.70E-43,14,191,44,228,"0.921875	0.921875"
jgi|Neocon1|609352|estExt_Genewise1.C_2350069,2.4.1.18:166|2.4.1.18:50,GH13_8(258-551),CBM48_e32+GH13_e20,CBM48+GH13_8,3,CBM48_e32,CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2,2.4.1.18:166,glycogen,89,709,5.90E-29,1,88,87,173,"0.9775280898876404	0.9775280898876404"
jgi|Neocon1|610130|estExt_Genewise1.C_2510040,3.2.1.4:59,GH45(152-353),GH45_e0,-,2,GH45_e0,GH45:307|CBM1:59,3.2.1.4:59,beta-glucan,200,368,8.00E-88,1,200,153,354,"0.995	0.995"
jgi|Neocon1|610339|estExt_Genewise1.C_2550017,-,CE1(154-383),CE1_e22,CBM22+CBM37+CE0+GH11,3,CE1_e22,CE1:6|CBM48:2|CE0:2,-,unassigned,206,389,3.20E-25,2,203,155,378,"0.9757281553398058	0.9757281553398058"
jgi|Neocon1|610570|estExt_Genewise1.C_2610040,3.2.1.8:12|3.1.1.72:1|3.2.1.8:12|3.1.1.72:1,GH11(48-228)+GH11(342-522),GH11_e2+GH11_e2,GH11+3.2.1.8,3,GH11_e2,GH11:25|CBM1:4|CE1:1,3.2.1.8:12|3.1.1.72:1,xylan,184,599,3.30E-96,1,181,49,229,"0.9782608695652174	0.9782608695652174"
jgi|Neocon1|610607|estExt_Genewise1.C_2620030,-,CE16(46-300),CE16_e1,-,2,CE16_e1,CE16:17|CBM1:7|GH3:3,-,unassigned,258,331,6.60E-28,53,257,87,300,"0.7906976744186046	0.7906976744186046"
jgi|Neocon1|610649|estExt_Genewise1.C_2630014,-,CE16(46-302),CE16_e2,-,2,CE16_e2,CE16:12,-,unassigned,278,420,7.20E-47,2,277,47,302,"0.9892086330935251	0.9892086330935251"
jgi|Neocon1|610688|estExt_Genewise1.C_2630060,3.2.1.8:3|3.2.1.-:1|3.1.1.73:1|3.2.1.-:3|3.2.1.63:2,CBM13(117-257)+GH95(267-993),CBM13_e165+GH95_e1,CBM13+GH95,3,CBM13_e165,CBM13:54|CBM2:18|CBM6:18|GH43_16:18|GH10:13|GH30_8:12|CE0:8|GH43_10:2|CBM35:2|GH98:2|CBM36:1,3.2.1.8:3|3.2.1.-:1|3.1.1.73:1,xylan,146,1055,3.70E-48,1,144,118,259,"0.9794520547945206	0.9794520547945206"
jgi|Neocon1|611288|estExt_Genewise1.C_2790024,3.2.1.89:17,GH53(60-423),GH53_e14,GH53,3,GH53_e14,GH53:480|CBM61:146|GH43_22:2|CBM5:2|CBM50:1,3.2.1.89:17,arabinogalactan protein,365,430,1.30E-134,1,361,61,423,"0.9863013698630136	0.9863013698630136"
jgi|Neocon1|611551|estExt_Genewise1.C_2850010,-,GT34(251-441),GT34_e16,-,2,GT34_e16,GT34:5,-,unassigned,192,499,8.40E-36,1,163,267,429,"0.84375	0.84375"
jgi|Neocon1|612951|estExt_Genewise1.C_3270015,3.2.1.4:38,GH9(24-454),GH9_e27,GH9,3,GH9_e27,GH9:272|CBM2:3|CBM3:1,3.2.1.4:38,cellulose,423,781,1.70E-158,1,422,25,454,"0.9952718676122931	0.9952718676122931"
jgi|Neocon1|613368|estExt_Genewise1.C_3420007,4.2.2.2:3,PL1_2(85-264),PL1_e60,PL1_2,3,PL1_e60,PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1,4.2.2.2:3,pectin,184,503,6.70E-52,1,183,86,266,"0.9891304347826086	0.9891304347826086"
jgi|Neocon1|613422|estExt_Genewise1.C_3440001,3.2.1.78:14|3.2.1.151:5|3.2.1.4:3,CBM35(187-306),CBM35_e4,-,2,CBM35_e4,CBM35:182|GH26:178|CBM3:40|GH44:30|CBM27:8|CBM2:2|CBM1:2|CBM37:1|CE3:1|CBM59:1|GH5_8:1|GH5_10:1,3.2.1.78:14|3.2.1.151:5|3.2.1.4:3,"xylan, beta-mannan, beta-galactan",115,309,8.80E-17,2,114,187,307,"0.9739130434782609	0.9739130434782609"
jgi|Neocon1|614137|estExt_Genewise1.C_3770001,3.2.1.73:46|3.2.1.6:5|3.2.1.8:2,GH16_21(39-231),GH16_e14,GH16_21,3,GH16_e14,GH16_21:709|GH16:9|CBM6:3|CBM13:2|CBM22:2|GH11:2|CBM61:1|CBM2:1|CBM4:1|GH9:1|CBM16:1,3.2.1.73:46|3.2.1.6:5|3.2.1.8:2,"beta-glucan, beta-glucan",200,239,2.70E-81,2,199,41,231,"0.985	0.985"
jgi|Neocon1|614360|estExt_Genewise1.C_4010014,-,GT34(245-412),GT34_e15,-,2,GT34_e15,GT34:6,-,unassigned,182,478,8.80E-25,5,156,251,410,"0.8296703296703297	0.8296703296703297"
jgi|Neocon1|614367|estExt_Genewise1.C_4020002,3.2.1.109:1,GH114(31-206),GH114_e0,-,2,GH114_e0,GH114:59,3.2.1.109:1,alpha-mannan,190,267,8.40E-24,8,189,41,206,"0.9526315789473684	0.9526315789473684"
jgi|Neocon1|614369|estExt_Genewise1.C_4020004,3.2.1.109:1,GH114(31-206),GH114_e0,-,2,GH114_e0,GH114:59,3.2.1.109:1,alpha-mannan,190,267,8.40E-24,8,189,41,206,"0.9526315789473684	0.9526315789473684"
jgi|Neocon1|614647|estExt_Genewise1.C_4210009,-,GT17(220-357),GT17_e5,-,2,GT17_e5,GT17:47,-,unassigned,293,693,1.70E-22,16,147,220,352,"0.447098976109215	0.447098976109215"
jgi|Neocon1|615493|estExt_Genewise1Plus.C_1_t10161,3.2.1.91:7|3.2.1.4:1|3.2.1.8:1|3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,GH6(189-454),CBM1_e5+GH6_e3,CBM1+GH6+3.2.1.91,3,GH6_e3,GH6:36|CBM1:12,3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,"cellulose, cellulose, cellulose",271,494,1.90E-147,2,271,191,455,"0.992619926199262	0.992619926199262"
jgi|Neocon1|615503|estExt_Genewise1Plus.C_1_t10174,3.2.1.91:7|3.2.1.4:1|3.2.1.8:1|3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,GH6(171-435),CBM1_e5+GH6_e3,CBM1+GH6+3.2.1.91,3,GH6_e3,GH6:36|CBM1:12,3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,"cellulose, cellulose, cellulose",271,475,1.30E-148,1,271,171,436,"0.996309963099631	0.996309963099631"
jgi|Neocon1|615510|estExt_Genewise1Plus.C_1_t10181,3.2.1.91:7|3.2.1.4:1|3.2.1.8:1|3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,GH6(164-430),CBM1_e5+GH6_e3,CBM1+GH6+3.2.1.91,3,GH6_e3,GH6:36|CBM1:12,3.2.1.91:13|3.2.1.4:5|3.2.1.-:1|3.2.1.73:1,"cellulose, cellulose, cellulose",271,470,1.60E-147,2,271,167,431,"0.992619926199262	0.992619926199262"
jgi|Neocon1|616112|estExt_Genewise1Plus.C_2_t10253,3.1.1.72:6|3.1.1.73:2,CE6(88-197),CE6_e2,CE6+3.1.1.72,3,CE6_e2,CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1,3.1.1.72:6|3.1.1.73:2,xylan,111,324,4.30E-44,2,111,91,198,"0.9819819819819819	0.9819819819819819"
jgi|Neocon1|616282|estExt_Genewise1Plus.C_2_t10487,3.2.1.4:7,GH5_1(211-525),GH5_e161,CBM2+GH5_1,3,GH5_e161,GH5_1:188|CBM2:133|GH18:11|CBM3:7|GH5_7:4|GH5:3|CBM1:1,3.2.1.4:7,beta-glucan,320,553,2.10E-127,2,320,213,526,"0.99375	0.99375"
jgi|Neocon1|616463|estExt_Genewise1Plus.C_30118,-,GT34(416-597),GT34_e16,-,2,GT34_e16,GT34:5,-,unassigned,192,643,1.80E-34,1,166,419,583,"0.859375	0.859375"
jgi|Neocon1|616494|estExt_Genewise1Plus.C_30150,2.4.1.16:11,GT2(1672-2179),GT2,GT2,3,GT2,GT2:298,2.4.1.16:11,unassigned,505,2375,1.60E-235,17,503,1676,2179,"0.9623762376237623	0.9623762376237623"
jgi|Neocon1|616573|estExt_Genewise1Plus.C_30303,-,CE8(30-302),CE8_e0,-,2,CE8_e0,CE8:184|CBM1:1,-,unassigned,271,326,2.10E-71,2,262,33,304,"0.959409594095941	0.959409594095941"
jgi|Neocon1|616587|estExt_Genewise1Plus.C_30319,-,GT71(201-448),GT71_e24,-,2,GT71_e24,GT71:40,-,unassigned,256,557,4.70E-63,1,254,203,451,"0.98828125	0.98828125"
jgi|Neocon1|616742|estExt_Genewise1Plus.C_40002,-,GH64(152-515),GH64_e5,CBM52+GH64,3,GH64_e5,GH64:23|CBM6:19|CBM13:8|CBM56:2|CBM52:1,-,unassigned,384,518,1.70E-119,2,383,154,516,"0.9921875	0.9921875"
jgi|Neocon1|616861|estExt_Genewise1Plus.C_40147,4.2.2.2:5,PL3_2(37-239),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,265,5.30E-62,2,191,39,240,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|616867|estExt_Genewise1Plus.C_40153,4.2.2.2:5,PL3_2(26-228),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,254,7.00E-62,2,191,28,229,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|616869|estExt_Genewise1Plus.C_40155,4.2.2.2:5,PL3_2(37-239),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,265,8.00E-62,2,191,39,240,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|616883|estExt_Genewise1Plus.C_40169,4.2.2.2:5,PL3_2(37-239),PL3_e18,-,2,PL3_e18,PL3_2:145|PL3:3,4.2.2.2:5,pectin,191,265,5.60E-62,2,191,39,240,"0.9895287958115183	0.9895287958115183"
jgi|Neocon1|617072|estExt_Genewise1Plus.C_5_t10087,3.2.1.4:59,GH45(139-337),GH45_e0,-,2,GH45_e0,GH45:307|CBM1:59,3.2.1.4:59,beta-glucan,200,342,1.00E-92,1,199,140,337,"0.99	0.99"
jgi|Neocon1|617155|estExt_Genewise1Plus.C_5_t10203,3.1.1.72:1,CE2(198-421),CE2_e13,CE2+3.1.1.72,3,CE2_e13,CE2:40|CBM65:1,3.1.1.72:1,xylan,217,486,5.80E-70,2,216,200,421,"0.9861751152073732	0.9861751152073732"
jgi|Neocon1|617330|estExt_Genewise1Plus.C_5_t10397,3.2.1.14:41|3.2.1.-:2|3.2.1.17:2|3.2.1.132:1,GH18(44-416),GH18_e66,CBM12+GH18,3,GH18_e66,GH18:854|CBM2:460|CBM5:127|CBM12:58|CBM57:1|GH8:1,3.2.1.14:41|3.2.1.-:2|3.2.1.17:2|3.2.1.132:1,"chitin, chitin, peptidoglycan",350,428,8.90E-125,1,348,46,416,"0.9914285714285714	0.9914285714285714"
jgi|Neocon1|617400|estExt_Genewise1Plus.C_5_t10473,-,GT4(2521-2651),GT4_e3925,GT4,3,GT4_e3925,GT4:22,-,unassigned,153,2757,2.40E-48,4,153,2522,2671,"0.9738562091503268	0.9738562091503268"
jgi|Neocon1|617602|estExt_Genewise1Plus.C_70065,3.2.1.21:3,GH1(93-670),GH1_e112,GH1+3.2.1.21,3,GH1_e112,GH1:10,3.2.1.21:3,beta-glucan,580,675,0,1,579,94,667,"0.996551724137931	0.996551724137931"
jgi|Neocon1|617694|estExt_Genewise1Plus.C_70164,-,GH5_7(57-346),GH5_e314,-,2,GH5_e314,GH5_7:18|CBM5:2|CBM23:2|GH5:1|CBM27:1,-,unassigned,302,394,6.20E-86,4,302,58,347,"0.9867549668874173	0.9867549668874173"
jgi|Neocon1|617836|estExt_Genewise1Plus.C_70344,-|3.2.1.151:27|3.2.1.150:4,GH74(75-185),GH74_e4+GH74_e1,CBM13+GH74,3,GH74_e1,GH74:532|CBM2:192|CBM3:71|CBM13:48|CBM1:30|CBM10:6|GH48:4|CBM46:3|GH5_4:3|CBM5:1|GH44:1,3.2.1.151:27|3.2.1.150:4,"xyloglucan, xyloglucan",184,881,2.00E-17,35,163,546,678,"0.6956521739130435	0.6956521739130435"
jgi|Neocon1|618105|estExt_Genewise1Plus.C_90073,3.2.1.78:16,GH5_8(10-256),GH5_e182,-,2,GH5_e182,GH5_8:137|CBM13:36|CBM59:19|CBM35:17|CBM32:15|GH5:6|CBM3:6|CBM65:2|CBM37:1,3.2.1.78:16,beta-mannan,247,451,6.20E-74,2,243,12,255,"0.9757085020242915	0.9757085020242915"
jgi|Neocon1|618368|estExt_Genewise1Plus.C_100149,-,CE8(30-299),CE8_e0,-,2,CE8_e0,CE8:184|CBM1:1,-,unassigned,271,407,1.80E-69,2,262,33,304,"0.959409594095941	0.959409594095941"
jgi|Neocon1|618370|estExt_Genewise1Plus.C_100151,-,CE8(30-302),CE8_e0,CBM1+CE8,3,CE8_e0,CE8:184|CBM1:1,-,unassigned,271,502,3.90E-73,2,262,33,304,"0.959409594095941	0.959409594095941"
jgi|Neocon1|618402|estExt_Genewise1Plus.C_100185,3.2.1.8:6|3.2.1.32:3|3.2.1.6:2,GH8(55-369),GH8_e19,GH8,3,GH8_e19,GH8:45|CBM36:2|CBM66:1|CBM9:1|CE4:1|CBM2:1|CBM6:1,3.2.1.8:6|3.2.1.32:3|3.2.1.6:2,"xylan, beta-glucan",313,520,4.80E-113,1,312,62,369,"0.9936102236421726	0.9936102236421726"
jgi|Neocon1|618785|estExt_Genewise1Plus.C_110277,3.2.1.4:38,GH5_5(23-308),GH5_e137,CBM10+GH5_5,3,GH5_e137,GH5_5:216|CBM1:84|GH5:14|CBM10:2,3.2.1.4:38,beta-glucan,278,553,1.50E-104,1,278,24,308,"0.9964028776978417	0.9964028776978417"
jgi|Neocon1|618821|estExt_Genewise1Plus.C_120036,2.4.1.16:11,GT2(503-992),GT2,GT2,3,GT2,GT2:298,2.4.1.16:11,unassigned,505,1368,3.30E-227,9,483,508,994,"0.9386138613861386	0.9386138613861386"
jgi|Neocon1|618942|estExt_Genewise1Plus.C_120197,-,CE4(30-169),CE4_e259,-,2,CE4_e259,CE4:656,-,unassigned,115,329,2.80E-29,6,105,37,143,"0.8608695652173913	0.8608695652173913"
jgi|Neocon1|619087|estExt_Genewise1Plus.C_120393,3.1.1.72:6|3.1.1.73:2,CE6(88-197),CE6_e2,CE6+3.1.1.72,3,CE6_e2,CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1,3.1.1.72:6|3.1.1.73:2,xylan,111,360,2.60E-47,1,110,90,197,"0.9819819819819819	0.9819819819819819"
