proteinId	annotation	name
Neocon1|568979	DOC2	
Neocon1|569758	GH16	Glycoside Hydrolase Family 16
Neocon1|570471	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|570471	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|570496	GH16	Glycoside Hydrolase Family 16
Neocon1|570560	CE18	Carbohydrate Esterase Family 18
Neocon1|570560	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|570560	DOC2	
Neocon1|570560	DOC2	
Neocon1|570656	DOC2	
Neocon1|570656	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|570656	DOC2	
Neocon1|570656	DOC2	
Neocon1|571898	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|571898	GH13_8	Glycoside Hydrolase Family 13 / Subf 8
Neocon1|572137	DOC2	
Neocon1|572137	DOC2	
Neocon1|572137	EXPN	Distantly related to plant expansins
Neocon1|572137	DOC2	
Neocon1|572226	GT4	GlycosylTransferase Family 4
Neocon1|572383	EXPN	Distantly related to plant expansins
Neocon1|572383	DOC2	
Neocon1|572383	CBM63	Carbohydrate-Binding Module Family 63
Neocon1|572745	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|572745	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|572745	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|572895	GT39	GlycosylTransferase Family 39
Neocon1|573103	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|573187	CE4	Carbohydrate Esterase Family 4
Neocon1|573368	GH47	Glycoside Hydrolase Family 47
Neocon1|573690	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|573690	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|573755	GT2	GlycosylTransferase Family 2
Neocon1|573836	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|573916	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574131	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574291	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574400	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574431	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574447	DOC2	
Neocon1|574447	DOC2	
Neocon1|574482	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574512	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574533	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574612	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574612	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|574665	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575014	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575066	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575209	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575216	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575232	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575243	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575243	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575772	DOC2	
Neocon1|575772	GH74	Glycoside Hydrolase Family 74
Neocon1|575772	DOC2	
Neocon1|575772	DOC2	
Neocon1|575826	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575826	GH18	Glycoside Hydrolase Family 18
Neocon1|575826	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|575826	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|576073	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|576073	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|576408	GH32	Glycoside Hydrolase Family 32
Neocon1|576448	DOC2	
Neocon1|576448	DOC2	
Neocon1|576448	DOC2	
Neocon1|576451	DOC2	
Neocon1|576451	DOC2	
Neocon1|576451	DOC2	
Neocon1|576519	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|576589	DOC2	
Neocon1|576589	EXPN	Distantly related to plant expansins
Neocon1|576589	DOC2	
Neocon1|576612	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|577021	CE8	Carbohydrate Esterase Family 8
Neocon1|577117	DOC2	
Neocon1|577117	DOC2	
Neocon1|577261	EXPN	Distantly related to plant expansins
Neocon1|577509	Myosin_motor	Glycosyltransferase Family 2
Neocon1|577509	GT2	GlycosylTransferase Family 2
Neocon1|577674	DOC2	
Neocon1|577674	GH74	Glycoside Hydrolase Family 74
Neocon1|577674	DOC2	
Neocon1|577674	DOC2	
Neocon1|577674	DOC2	
Neocon1|577746	DOC2	
Neocon1|577746	DOC2	
Neocon1|577746	DOC2	
Neocon1|577746	GH6	Glycoside Hydrolase Family 6
Neocon1|577746	GH3	Glycoside Hydrolase Family 3
Neocon1|577936	GT2	GlycosylTransferase Family 2
Neocon1|578143	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|578143	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|578143	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|578143	DOC2	
Neocon1|578143	DOC2	
Neocon1|578143	GH10	Glycoside Hydrolase Family 10
Neocon1|578143	DOC2	
Neocon1|578365	DOC2	
Neocon1|578365	DOC2	
Neocon1|578365	GH45	Glycoside Hydrolase Family 45
Neocon1|578719	GH11	Glycoside Hydrolase Family 11
Neocon1|578719	GH11	Glycoside Hydrolase Family 11
Neocon1|579202	DOC2	
Neocon1|579202	DOC2	
Neocon1|579202	DOC2	
Neocon1|579494	GT39	GlycosylTransferase Family 39
Neocon1|579609	CE4	Carbohydrate Esterase Family 4
Neocon1|579987	CE18	Carbohydrate Esterase Family 18
Neocon1|579987	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|580071	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|580071	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|580071	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|580071	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|580071	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|580071	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|580071	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|580071	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|580092	GH48	Glycoside Hydrolase Family 48
Neocon1|580092	DOC2	
Neocon1|580092	DOC2	
Neocon1|580099	GH36	Glycoside Hydrolase Family 36
Neocon1|580314	DOC2	
Neocon1|580314	GH9	Glycoside Hydrolase Family 9
Neocon1|580314	DOC2	
Neocon1|580576	GT39	GlycosylTransferase Family 39
Neocon1|580603	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|580603	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|580957	GT34	GlycosylTransferase Family 34
Neocon1|581262	DOC2	
Neocon1|581262	DOC2	
Neocon1|581262	DOC2	
Neocon1|581262	GH45	Glycoside Hydrolase Family 45
Neocon1|581266	DOC2	
Neocon1|581266	DOC2	
Neocon1|581266	GH45	Glycoside Hydrolase Family 45
Neocon1|581271	GT34	GlycosylTransferase Family 34
Neocon1|581872	GH114	Glycoside Hydrolase Family 114
Neocon1|582096	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|582096	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|582096	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|582096	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|582096	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|582110	GT22	GlycosylTransferase Family 22
Neocon1|582988	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|582988	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|583008	GH43	Glycoside Hydrolase Family 43
Neocon1|583040	CE8	Carbohydrate Esterase Family 8
Neocon1|583142	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|583210	GH141	Glycoside Hydrolase Family 141
Neocon1|583210	DOC2	
Neocon1|583210	DOC2	
Neocon1|583601	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|583668	DOC2	
Neocon1|583668	DOC2	
Neocon1|583668	GH5_1	Glycoside Hydrolase Family 5 / Subf 1
Neocon1|583668	DOC2	
Neocon1|584141	EXPN	Distantly related to plant expansins
Neocon1|584141	DOC2	
Neocon1|584141	DOC2	
Neocon1|584141	CBM63	Carbohydrate-Binding Module Family 63
Neocon1|584316	GH45	Glycoside Hydrolase Family 45
Neocon1|584316	DOC2	
Neocon1|584316	DOC2	
Neocon1|584713	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|584713	PL1	Polysaccharide Lyase Family 1
Neocon1|584726	GT2	GlycosylTransferase Family 2
Neocon1|584955	GT2	GlycosylTransferase Family 2
Neocon1|585078	CBM21	Carbohydrate-Binding Module Family 21
Neocon1|585080	CBM21	Carbohydrate-Binding Module Family 21
Neocon1|585592	GH18	Glycoside Hydrolase Family 18
Neocon1|585838	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|585838	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|585838	GH43	Glycoside Hydrolase Family 43
Neocon1|586324	GH48	Glycoside Hydrolase Family 48
Neocon1|586324	DOC2	
Neocon1|586324	DOC2	
Neocon1|586455	GT15	GlycosylTransferase Family 15
Neocon1|586682	DOC2	
Neocon1|586682	DOC2	
Neocon1|586875	DOC2	
Neocon1|586875	DOC2	
Neocon1|586875	DOC2	
Neocon1|587085	CE4	Carbohydrate Esterase Family 4
Neocon1|587085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|587085	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|587109	DOC2	
Neocon1|587109	GH11	Glycoside Hydrolase Family 11
Neocon1|587109	DOC2	
Neocon1|587300	DOC2	
Neocon1|587300	DOC2	
Neocon1|587374	DOC2	
Neocon1|587374	DOC2	
Neocon1|587374	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|587914	DOC2	
Neocon1|587914	DOC2	
Neocon1|587914	DOC2	
Neocon1|587914	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|587914	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|588780	GH18	Glycoside Hydrolase Family 18
Neocon1|588923	GH26	Glycoside Hydrolase Family 26
Neocon1|588923	CBM35	Carbohydrate-Binding Module Family 35
Neocon1|588923	DOC2	
Neocon1|588923	DOC2	
Neocon1|588926	GH26	Glycoside Hydrolase Family 26
Neocon1|588926	CBM35	Carbohydrate-Binding Module Family 35
Neocon1|588926	DOC2	
Neocon1|588926	DOC2	
Neocon1|588928	GH26	Glycoside Hydrolase Family 26
Neocon1|588928	DOC2	
Neocon1|588928	DOC2	
Neocon1|588928	CBM35	Carbohydrate-Binding Module Family 35
Neocon1|588928	DOC2	
Neocon1|588928	DOC2	
Neocon1|588928	DOC2	
Neocon1|589067	GT76	GlycosylTransferase Family 76
Neocon1|589588	CE4	Carbohydrate Esterase Family 4
Neocon1|590469	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|590469	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|590546	DOC2	
Neocon1|590546	GH10	Glycoside Hydrolase Family 10
Neocon1|590918	DOC2	
Neocon1|590918	DOC2	
Neocon1|590918	EXPN	Distantly related to plant expansins
Neocon1|590918	DOC2	
Neocon1|591152	CE8	Carbohydrate Esterase Family 8
Neocon1|591393	DOC2	
Neocon1|591393	DOC2	
Neocon1|591479	DOC2	
Neocon1|591479	DOC2	
Neocon1|591479	GH45	Glycoside Hydrolase Family 45
Neocon1|591495	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|591495	CE8	Carbohydrate Esterase Family 8
Neocon1|591600	GH11	Glycoside Hydrolase Family 11
Neocon1|591600	GH11	Glycoside Hydrolase Family 11
Neocon1|591600	DOC2	
Neocon1|591962	CE4	Carbohydrate Esterase Family 4
Neocon1|591962	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|592038	DOC2	
Neocon1|592038	GH105	Glycoside Hydrolase Family 105
Neocon1|592253	CE4	Carbohydrate Esterase Family 4
Neocon1|592424	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|592671	GH39	Glycoside Hydrolase Family 39
Neocon1|592671	DOC2	
Neocon1|592671	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|592671	DOC2	
Neocon1|592999	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|592999	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|593016	GT39	GlycosylTransferase Family 39
Neocon1|593327	GH30_5	Glycoside Hydrolase Family 30 / Subf 5
Neocon1|593327	DOC2	
Neocon1|593333	GH115	Glycoside Hydrolase Family 115
Neocon1|593357	GH43	Glycoside Hydrolase Family 43
Neocon1|593698	GH10	Glycoside Hydrolase Family 10
Neocon1|593832	GT2	GlycosylTransferase Family 2
Neocon1|594049	CE4	Carbohydrate Esterase Family 4
Neocon1|594049	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|594433	Myosin_motor	Glycosyltransferase Family 2
Neocon1|594433	GT2	GlycosylTransferase Family 2
Neocon1|594700	CE4	Carbohydrate Esterase Family 4
Neocon1|594735	GT4	GlycosylTransferase Family 4
Neocon1|595401	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|595401	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|595401	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|595401	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|595465	GT50	GlycosylTransferase Family 50
Neocon1|595534	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|595643	CE4	Carbohydrate Esterase Family 4
Neocon1|596035	DOC2	
Neocon1|596035	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|596527	DOC2	
Neocon1|596527	DOC2	
Neocon1|596527	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|596719	GH10	Glycoside Hydrolase Family 10
Neocon1|596719	DOC2	
Neocon1|596719	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|596719	DOC2	
Neocon1|596788	DOC2	
Neocon1|596788	DOC2	
Neocon1|596788	GH5_1	Glycoside Hydrolase Family 5 / Subf 1
Neocon1|596788	DOC2	
Neocon1|597948	DOC2	
Neocon1|597948	DOC2	
Neocon1|597948	GH43	Glycoside Hydrolase Family 43
Neocon1|597974	Myosin_motor	Glycosyltransferase Family 2
Neocon1|597974	GT2	GlycosylTransferase Family 2
Neocon1|598056	DOC2	
Neocon1|598056	DOC2	
Neocon1|598571	GT32	GlycosylTransferase Family 32
Neocon1|598628	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|598766	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|598766	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|599152	GH43	Glycoside Hydrolase Family 43
Neocon1|599152	DOC2	
Neocon1|599152	GH9	Glycoside Hydrolase Family 9
Neocon1|599152	DOC2	
Neocon1|599152	DOC2	
Neocon1|599152	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|599407	GH26	Glycoside Hydrolase Family 26
Neocon1|599407	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|599515	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|599515	DOC2	
Neocon1|599515	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|599515	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|599515	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|599515	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|599515	DOC2	
Neocon1|599519	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|599519	DOC2	
Neocon1|599519	DOC2	
Neocon1|599519	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|599519	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|599519	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|599625	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|599625	GH10	Glycoside Hydrolase Family 10
Neocon1|599711	GH114	Glycoside Hydrolase Family 114
Neocon1|599713	DOC2	
Neocon1|599713	GH114	Glycoside Hydrolase Family 114
Neocon1|599713	DOC2	
Neocon1|599713	DOC2	
Neocon1|599713	DOC2	
Neocon1|599754	DOC2	
Neocon1|599754	DOC2	
Neocon1|599754	DOC2	
Neocon1|599754	DOC2	
Neocon1|599754	DOC2	
Neocon1|599754	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|599806	GH133	Glycoside Hydrolase Family 133
Neocon1|599806	GH13_25	Glycoside Hydrolase Family 13 / Subf 25
Neocon1|599893	CE18	Carbohydrate Esterase Family 18
Neocon1|599893	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|600394	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|600394	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|600394	CE4	Carbohydrate Esterase Family 4
Neocon1|600407	DOC2	
Neocon1|600407	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|600407	DOC2	
Neocon1|600811	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|600811	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|600811	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|600993	CE4	Carbohydrate Esterase Family 4
Neocon1|600993	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|600995	CE4	Carbohydrate Esterase Family 4
Neocon1|600995	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|601040	PL1	Polysaccharide Lyase Family 1
Neocon1|601528	CE4	Carbohydrate Esterase Family 4
Neocon1|601540	CE4	Carbohydrate Esterase Family 4
Neocon1|601549	GT39	GlycosylTransferase Family 39
Neocon1|601942	DOC2	
Neocon1|601942	GH124	Glycoside Hydrolase Family 124
Neocon1|601942	DOC2	
Neocon1|602190	GT24	GlycosylTransferase Family 24
Neocon1|602399	CE4	Carbohydrate Esterase Family 4
Neocon1|602447	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|602447	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|602447	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|603089	CBM21	Carbohydrate-Binding Module Family 21
Neocon1|603293	GT32	GlycosylTransferase Family 32
Neocon1|603504	DOC2	
Neocon1|603504	DOC2	
Neocon1|603504	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|603852	DOC2	
Neocon1|603852	DOC2	
Neocon1|603852	GH5_1	Glycoside Hydrolase Family 5 / Subf 1
Neocon1|603852	DOC2	
Neocon1|604429	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|604429	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|604429	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|604500	DOC2	
Neocon1|604500	GH53	Glycoside Hydrolase Family 53
Neocon1|604500	DOC2	
Neocon1|604934	GH16	Glycoside Hydrolase Family 16
Neocon1|604934	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|605141	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|605141	DOC2	
Neocon1|605141	DOC2	
Neocon1|605141	DOC2	
Neocon1|605699	CE4	Carbohydrate Esterase Family 4
Neocon1|606303	DOC2	
Neocon1|606851	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|606851	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|606851	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|606855	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|606967	DOC2	
Neocon1|606967	DOC2	
Neocon1|606967	GH16	Glycoside Hydrolase Family 16
Neocon1|607282	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|607556	GH3	Glycoside Hydrolase Family 3
Neocon1|607562	GH3	Glycoside Hydrolase Family 3
Neocon1|607699	EXPN	Distantly related to plant expansins
Neocon1|607973	DOC2	
Neocon1|607973	DOC2	
Neocon1|608691	GT32	GlycosylTransferase Family 32
Neocon1|608855	GH114	Glycoside Hydrolase Family 114
Neocon1|609352	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|609352	GH13_8	Glycoside Hydrolase Family 13 / Subf 8
Neocon1|609547	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|610130	GH45	Glycoside Hydrolase Family 45
Neocon1|610339	DOC2	
Neocon1|610339	DOC2	
Neocon1|610439	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|610439	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|610439	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|610439	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|610439	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|610439	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|610570	GH11	Glycoside Hydrolase Family 11
Neocon1|610570	GH11	Glycoside Hydrolase Family 11
Neocon1|610649	DOC2	
Neocon1|610649	DOC2	
Neocon1|610688	DOC2	
Neocon1|610688	DOC2	
Neocon1|610688	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|610688	GH95	Glycoside Hydrolase Family 95
Neocon1|611288	GH53	Glycoside Hydrolase Family 53
Neocon1|611551	GT34	GlycosylTransferase Family 34
Neocon1|611731	EXPN	Distantly related to plant expansins
Neocon1|612951	DOC2	
Neocon1|612951	GH9	Glycoside Hydrolase Family 9
Neocon1|612951	DOC2	
Neocon1|612951	DOC2	
Neocon1|613368	PL1	Polysaccharide Lyase Family 1
Neocon1|613422	CBM35	Carbohydrate-Binding Module Family 35
Neocon1|614137	GH16	Glycoside Hydrolase Family 16
Neocon1|614360	GT34	GlycosylTransferase Family 34
Neocon1|614367	GH114	Glycoside Hydrolase Family 114
Neocon1|614369	GH114	Glycoside Hydrolase Family 114
Neocon1|614647	GT17	GlycosylTransferase Family 17
Neocon1|615474	DOC2	
Neocon1|615474	DOC2	
Neocon1|615493	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|615493	GH6	Glycoside Hydrolase Family 6
Neocon1|615503	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|615503	GH6	Glycoside Hydrolase Family 6
Neocon1|615510	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|615510	GH6	Glycoside Hydrolase Family 6
Neocon1|616112	CE6	Carbohydrate Esterase Family 6
Neocon1|616131	DOC2	
Neocon1|616131	DOC2	
Neocon1|616131	DOC2	
Neocon1|616282	DOC2	
Neocon1|616282	DOC2	
Neocon1|616282	GH5_1	Glycoside Hydrolase Family 5 / Subf 1
Neocon1|616282	DOC2	
Neocon1|616463	GT34	GlycosylTransferase Family 34
Neocon1|616494	GT2	GlycosylTransferase Family 2
Neocon1|616534	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|616534	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|616534	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|616534	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|616534	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|616573	CE8	Carbohydrate Esterase Family 8
Neocon1|616587	GT71	GlycosylTransferase Family 71
Neocon1|616742	GH64	Glycoside Hydrolase Family 64
Neocon1|616742	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|616861	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|616867	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|616869	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|616883	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|616961	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|616961	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|616961	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|616961	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|617072	DOC2	
Neocon1|617072	DOC2	
Neocon1|617072	GH45	Glycoside Hydrolase Family 45
Neocon1|617103	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|617108	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|617108	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|617108	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|617108	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|617155	CE2	Carbohydrate Esterase Family 2
Neocon1|617157	DOC2	
Neocon1|617157	DOC2	
Neocon1|617157	DOC2	
Neocon1|617330	GH18	Glycoside Hydrolase Family 18
Neocon1|617339	DOC2	
Neocon1|617339	DOC2	
Neocon1|617339	DOC2	
Neocon1|617341	GT31	GlycosylTransferase Family 31
Neocon1|617400	GT4	GlycosylTransferase Family 4
Neocon1|617500	DOC2	
Neocon1|617602	GH1	Glycoside Hydrolase Family 1
Neocon1|617694	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|617836	DOC2	
Neocon1|617836	GH74	Glycoside Hydrolase Family 74
Neocon1|617836	DOC2	
Neocon1|617836	DOC2	
Neocon1|618033	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|618105	GH5_8	Glycoside Hydrolase Family 5 / Subf 8
Neocon1|618105	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|618105	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|618266	DOC2	
Neocon1|618266	EXPN	Distantly related to plant expansins
Neocon1|618266	DOC2	
Neocon1|618368	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|618368	CE8	Carbohydrate Esterase Family 8
Neocon1|618370	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|618370	CE8	Carbohydrate Esterase Family 8
Neocon1|618402	DOC2	
Neocon1|618402	GH8	Glycoside Hydrolase Family 8
Neocon1|618785	GH5_5	Glycoside Hydrolase Family 5 / Subf 5
Neocon1|618785	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|618785	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|618785	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|618821	GT2	GlycosylTransferase Family 2
Neocon1|618847	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|618847	DOC2	
Neocon1|618847	DOC2	
Neocon1|618847	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|618942	CE4	Carbohydrate Esterase Family 4
Neocon1|619087	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|619087	CE6	Carbohydrate Esterase Family 6
Neocon1|619451	GT34	GlycosylTransferase Family 34
Neocon1|619455	GT34	GlycosylTransferase Family 34
Neocon1|619465	CE4	Carbohydrate Esterase Family 4
Neocon1|619921	DOC2	
Neocon1|619921	DOC2	
Neocon1|619921	GH97	Glycoside Hydrolase Family 97
Neocon1|620164	DOC2	
Neocon1|620164	GH9	Glycoside Hydrolase Family 9
Neocon1|620164	DOC2	
Neocon1|620164	DOC2	
Neocon1|620329	DOC2	
Neocon1|620329	DOC2	
Neocon1|620329	DOC2	
Neocon1|620329	DOC2	
Neocon1|620329	DOC2	
Neocon1|620329	DOC2	
Neocon1|620329	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|620786	GT34	GlycosylTransferase Family 34
Neocon1|620805	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|620805	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|620805	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|621054	GT20	GlycosylTransferase Family 20
Neocon1|621068	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|621068	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|621068	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|621068	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|621068	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|621068	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|621068	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|621280	CE4	Carbohydrate Esterase Family 4
Neocon1|621575	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|621575	GH18	Glycoside Hydrolase Family 18
Neocon1|621968	GH45	Glycoside Hydrolase Family 45
Neocon1|621968	DOC2	
Neocon1|621968	DOC2	
Neocon1|621968	DOC2	
